Address,lat,lon
"RIDGEWOOD OLDER ADULT CENTER & SERVICES, INC , 59-14 70TH AVE , Queens, 11385, NY",40.701047,-73.8996289
"RIVER FUND , 89-11 LEFFERTS BLVD (RICHMOND HILL) , Queens, 11418, NY",40.69701200000001,-73.8291294
"SAINT TERESA CHURCH - SAINT VINCENT DePAUL SOCIETY , 50-20 45TH STREET (WOODSIDE) , Queens, 11377, NY",40.7373354,-73.92130089999999
" SAM FIELD Y , 58-25 LITTLE NECK PKWY (LITTLE NECK) , Queens, 11362, NY",40.7608848,-73.7232898
"SECOND CHANCE AGAPE WORSHIP CENTER , 200-12 HOLLIS AVENUE , Queens, 11412, NY",40.705886,-73.757195
"SINGH FAMILY CHARITY INC , 121-13 SUTPHIN BLVD , Queens, 11434, NY",40.67690899999999,-73.7905043
"SOLID ROCK SDA CHURCH , 5205 ROCKAWAY BEACH BLVD , Queens, 11691, NY",40.5926949,-73.7827167
"SOUTH ASIAN COUNCIL FOR SOCIAL SERVICES , 143-02 45TH AVENUE , Queens, 11355, NY",40.7539226,-73.81806689999999
"SOUTH OZONE PARK SEVENTH DAY ADVENTIST CHURCH , 120-12 140TH STREET , Queens, 11436, NY",40.6758333,-73.80138889999999
"ST. MARGARET MARY CHURCH , 9-18 27TH AVENUE , Queens, 11102, NY",40.7737077,-73.9305315
"ST. MARK AME CHURCH/THE VOICE OF HAGAR , 95-18 NORTHERN BLVD , Queens, 11372, NY",40.7567812,-73.8724448
"ST. MARY STAR OF THE SEA , 19-20 NEW HAVEN AVENUE , Queens, 11691, NY",40.600749,-73.752735
"ST. NICHOLAS OF TOLENTINE CHURCH- F.P. , 150-75 GOETHALS AVENUE , Queens, 11432, NY",40.7185401,-73.80964929999999
"ST. PATRICK'S ROMAN CATHOLIC CHURCH , 39-38 29TH STREET (LIC) , Queens, 11101, NY",40.7525839,-73.9356956
"ST. RAPHAEL CHURCH FOOD PANTRY , 35-20 GREENPOINT AVE, LIC , Queens, 11101, NY",40.7368759,-73.93041869999999
"ST. TERESA OF AVILA COMMUNITY SERVICES , 129-04 109TH AVENUE , Queens, 11420, NY",40.6842472,-73.8134864
"TABERNACLE OF PRAYER , 90-07 MERRICK BLVD , Queens, 11432, NY",40.7069306,-73.794392
"TAURUS ASSOCIATES INC. , 240-08 135TH AVENUE , Queens, 11422, NY",40.6719359,-73.7343401
"THE HARDING FORD VISION, INC , 157-22 TUSKEGEE AIRMEN WAY, JAMAICA , Queens, 11433, NY",40.6981415,-73.7970345
"THE HARDING FORD VISION, INC , 347-6617382 157-22 TUSKEGEE AIRMEN WAY, JAMAICA , Queens, 11433, NY",40.6981415,-73.7970345
"THE LEGACY CENTER COMMUNITY DEVELOPMENT CORP , 71-02 CYPRESS HILL STREET (GLENDALE) , Queens, 11385, NY",40.7014923,-73.892382
"THE SALVATION ARMY ASTORIA CORPS , 45-18 BROADWAY , Queens, 11103, NY",40.7566884,-73.9144439
"THE SALVATION ARMY JAMAICA CITADEL CORPS , 90-23 161ST STREET , Queens, 11432, NY",40.7048108,-73.7989046
"THE SALVATION ARMY QUEENS TEMPLE CORP , 86-07 35TH AVENUE , Queens, 11372, NY",40.7524769,-73.8805361
"UNION UNITED FOOD PANTRY , 126-22 150TH STREET , Queens, 11436, NY",40.67235549999999,-73.7888054
"UNITED METHODIST CENTER IN FAR ROCKAWAY , 1032 BEACH 19TH STREET (NEAR MOTT AVE) , Queens, 11691, NY",40.6031457,-73.75178939999999
"V.E.T.S. INC , 111-16 173RD STREET , Queens, 11433, NY",40.69476969999999,-73.7794648
"VETS INC, HOLLIS GARDENS , 202-14 HOLLIS AVENUE , Queens, 11429, NY",40.7062524,-73.7550072
"VFW #5298, 143-17 SPRINGFIELD BLVD , Queens, 11413, NY",40.6680976,-73.7565971
"WE CARE PANTRY , 201-14 HOLLIS AVENUE , Queens, 11412, NY",40.7060892,-73.7559449
"CALVARY ASSEMBLY OF GOD , 4055 RICHMOND AVENUE , Staten Island, 10312, NY",40.5397296,-74.1604462
"CHRIST ABUNDANT LIFE MINISTRIES , 121 GRANDVIEW AVENUE , Staten Island, 10303, NY",40.6364859,-74.1647271
"CHRISTIAN PENTECOSTAL CHURCH , 900 RICHMOND ROAD , Staten Island, 10304, NY",40.6048583,-74.09203029999999
" CITY HARVEST - MARINER'S HARBOR MOBILE MARKET , 22 ROXBURY STREET , Staten Island, 10303, NY",40.6332455,-74.1643802
" CITY HARVEST - STAPLETON MOBILE MARKET , 75 HILL STREET , Staten Island, 10304, NY",40.6221226,-74.0805633
"COMMUNITY HEALTH ACTION OF STATEN ISLAND , 2134 RICHMOND TERRACE , Staten Island, 10302, NY",40.6401964,-74.13431539999999
"FEEDING WITH TLC INC , 309 ST. PAULS AVENUE , Staten Island, 10304, NY",40.6302137,-74.0810942
" JEWISH COMMUNITY CENTER OF STATEN ISLAND , 1466 MANOR ROAD , Staten Island, 10314, NY",40.5949041,-74.1263817
" MESIVTHA OF STATEN ISLAND , 1870 DRUMGOOLE ROAD EAST , Staten Island, 10309, NY",40.5275486,-74.2143799
"NEW YORK MUSLIM JEWISH COMMUNITY HELP CENTER, INC , 614 RICHMOND ROAD , Staten Island, 10304, NY",40.6115186,-74.0881266
"OUR LADY OF GOOD COUNSEL CHURCH , 42 AUSTIN PLACE , Staten Island, 10304, NY",40.6313082,-74.0866859
"PROJECT HOSPITALITY, INC. , 514 BAY STREET , Staten Island, 10304, NY",40.6293698,-74.0768128
"SKYLIGHT CENTER , 307 ST. MARKS PLACE , Staten Island, 10301, NY",40.6426043,-74.0780736
"ST. EDWARD FOOD PANTRY , 6581 HYLAN BOULEVARD , Staten Island, 10309, NY",40.51030919999999,-74.21976839999999
"STAPLETON U.A.M.E. CHURCH , 49 TOMPKINS AVE , Staten Island, 10304, NY",40.623399,-74.07863499999999
"STAPLETON U.A.M.E. CHURCH , 49 TOMPKINS AVENUE , Staten Island, 10304, NY",40.623399,-74.07863499999999
"THE SALVATION ARMY STAPLETON CORPS , 15 BROAD STREET , Staten Island, 10304, NY",40.6258144,-74.0757311
"UNITED CHURCH OF PRAISE INTERNATIONAL MINISTRIES, INC , 32 SANDS STREET , Staten Island, 10304, NY",40.6290322,-74.0761121
